ts,payload,day,hour,minute,month,source,year
2026-07-01 18:49:28.248-03,"{""Message"":{""PositionReport"":{""Cog"":315.6,""CommunicationState"":2225,""Latitude"":52.46447833333333,""Longitude"":4.589906666666667,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0.1,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":25,""TrueHeading"":271,""UserID"":244860892,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":244860892,""MMSI_String"":244860892,""ShipName"":""LESATH (PILOTS)"",""latitude"":52.46448,""longitude"":4.58991,""time_utc"":""2026-07-01 21:49:26.769265461 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""PositionReport"":{""Cog"":258,""CommunicationState"":109472,""Latitude"":52.392626666666665,""Longitude"":4.823518333333333,""MessageID"":3,""NavigationalStatus"":5,""PositionAccuracy"":true,""Raim"":true,""RateOfTurn"":-128,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":27,""TrueHeading"":511,""UserID"":244150528,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":244150528,""MMSI_String"":244150528,""ShipName"":""WABO 5              "",""latitude"":52.39263,""longitude"":4.82352,""time_utc"":""2026-07-01 21:49:26.770144829 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""Interrogation"":{""MessageID"":15,""RepeatIndicator"":0,""Spare"":0,""Station1Msg1"":{""MessageID"":211746530,""SlotOffset"":0,""StationID"":211746530,""Valid"":true},""Station1Msg2"":{""MessageID"":0,""SlotOffset"":0,""Spare"":0,""Valid"":false},""Station2"":{""MessageID"":0,""SlotOffset"":0,""Spare1"":0,""Spare2"":0,""StationID"":0,""Valid"":false},""UserID"":2766040,""Valid"":true}},""MessageType"":""Interrogation"",""MetaData"":{""MMSI"":2766040,""MMSI_String"":2766040,""ShipName"":"""",""latitude"":58.55828,""longitude"":23.06721,""time_utc"":""2026-07-01 21:49:26.772305052 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""UnknownMessage"":{}},""MessageType"":""UnknownMessage"",""MetaData"":{""MMSI"":205204390,""MMSI_String"":205204390,""ShipName"":""NAUTIEK"",""latitude"":51.38902,""longitude"":4.19152,""time_utc"":""2026-07-01 21:49:26.785243152 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":false,""ClassBUnit"":false,""Cog"":155.1,""CommunicationState"":85770,""CommunicationStateIsItdma"":true,""Latitude"":43.69492666666667,""Longitude"":7.285115,""MessageID"":18,""PositionAccuracy"":false,""Raim"":true,""RepeatIndicator"":0,""Sog"":0,""Spare1"":0,""Spare2"":0,""Timestamp"":25,""TrueHeading"":244,""UserID"":229000464,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":229000464,""MMSI_String"":229000464,""ShipName"":""L'INSTANT IV        "",""latitude"":43.69493,""longitude"":7.28512,""time_utc"":""2026-07-01 21:49:26.796716065 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""StaticDataReport"":{""MessageID"":24,""PartNumber"":false,""RepeatIndicator"":0,""ReportA"":{""Name"":""LAGERTHA"",""Valid"":true},""ReportB"":{""CallSign"":"""",""Dimension"":{""A"":0,""B"":0,""C"":0,""D"":0},""FixType"":0,""ShipType"":0,""Spare"":0,""Valid"":false,""VenderIDModel"":0,""VenderIDSerial"":0,""VendorIDName"":""""},""Reserved"":0,""UserID"":235084223,""Valid"":true}},""MessageType"":""StaticDataReport"",""MetaData"":{""MMSI"":235084223,""MMSI_String"":235084223,""ShipName"":""LAGERTHA"",""latitude"":48.28012,""longitude"":-4.58932,""time_utc"":""2026-07-01 21:49:26.812336907 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""PositionReport"":{""Cog"":247,""CommunicationState"":33768,""Latitude"":37.09591,""Longitude"":-8.598463333333333,""MessageID"":1,""NavigationalStatus"":15,""PositionAccuracy"":true,""Raim"":true,""RateOfTurn"":-128,""RepeatIndicator"":0,""Sog"":8.5,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":263407670,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":263407670,""MMSI_String"":263407670,""ShipName"":""TRES LEOTES"",""latitude"":37.09591,""longitude"":-8.59846,""time_utc"":""2026-07-01 21:49:26.77992826 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""PositionReport"":{""Cog"":351.4,""CommunicationState"":85050,""Latitude"":49.28248333333333,""Longitude"":-123.18986166666667,""MessageID"":3,""NavigationalStatus"":1,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0.1,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":21,""TrueHeading"":283,""UserID"":311000996,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":311000996,""MMSI_String"":311000996,""ShipName"":""AMMOS"",""latitude"":49.28248,""longitude"":-123.18986,""time_utc"":""2026-07-01 21:49:26.813660599 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""Interrogation"":{""MessageID"":15,""RepeatIndicator"":0,""Spare"":0,""Station1Msg1"":{""MessageID"":211746530,""SlotOffset"":0,""StationID"":211746530,""Valid"":true},""Station1Msg2"":{""MessageID"":0,""SlotOffset"":0,""Spare"":0,""Valid"":false},""Station2"":{""MessageID"":0,""SlotOffset"":0,""Spare1"":0,""Spare2"":0,""StationID"":0,""Valid"":false},""UserID"":2766140,""Valid"":true}},""MessageType"":""Interrogation"",""MetaData"":{""MMSI"":2766140,""MMSI_String"":2766140,""ShipName"":"""",""latitude"":59.51679,""longitude"":24.8398,""time_utc"":""2026-07-01 21:49:26.814671115 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.248-03,"{""Message"":{""PositionReport"":{""Cog"":249.2,""CommunicationState"":2235,""Latitude"":38.462491666666665,""Longitude"":15.906704999999999,""MessageID"":1,""NavigationalStatus"":11,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":26,""TrueHeading"":200,""UserID"":247270200,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":247270200,""MMSI_String"":247270200,""ShipName"":""MEDMA"",""latitude"":38.46249,""longitude"":15.9067,""time_utc"":""2026-07-01 21:49:26.815613773 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.264-03,"{""Message"":{""PositionReport"":{""Cog"":283,""CommunicationState"":164783,""Latitude"":33.2,""Longitude"":34.28333333333333,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":39,""TrueHeading"":283,""UserID"":538008397,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":538008397,""MMSI_String"":538008397,""ShipName"":""ENERGEAN POWER      "",""latitude"":33.2,""longitude"":34.28333,""time_utc"":""2026-07-01 21:49:26.817560652 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.264-03,"{""Message"":{""StaticDataReport"":{""MessageID"":24,""PartNumber"":false,""RepeatIndicator"":0,""ReportA"":{""Name"":""SEMESCO OKEANOS"",""Valid"":true},""ReportB"":{""CallSign"":"""",""Dimension"":{""A"":0,""B"":0,""C"":0,""D"":0},""FixType"":0,""ShipType"":0,""Spare"":0,""Valid"":false,""VenderIDModel"":0,""VenderIDSerial"":0,""VendorIDName"":""""},""Reserved"":0,""UserID"":210114000,""Valid"":true}},""MessageType"":""StaticDataReport"",""MetaData"":{""MMSI"":210114000,""MMSI_String"":210114000,""ShipName"":""SEMESCO OKEANOS"",""latitude"":34.72178,""longitude"":33.30598,""time_utc"":""2026-07-01 21:49:26.819116007 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.264-03,"{""Message"":{""PositionReport"":{""Cog"":195.1,""CommunicationState"":4000,""Latitude"":33.28031,""Longitude"":33.897455,""MessageID"":3,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":true,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":9,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":25,""TrueHeading"":197,""UserID"":341642002,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":341642002,""MMSI_String"":341642002,""ShipName"":""DAMAS WAVE"",""latitude"":33.28031,""longitude"":33.89746,""time_utc"":""2026-07-01 21:49:26.816692071 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.287-03,"{""Message"":{""PositionReport"":{""Cog"":303.8,""CommunicationState"":246082,""Latitude"":32.84329,""Longitude"":32.93671666666667,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":11.2,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":60,""TrueHeading"":298,""UserID"":636020176,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":636020176,""MMSI_String"":636020176,""ShipName"":""OCEAN S"",""latitude"":32.84329,""longitude"":32.93672,""time_utc"":""2026-07-01 21:49:26.820343488 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.287-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":false,""Cog"":306.8,""CommunicationState"":66538,""CommunicationStateIsItdma"":false,""Latitude"":39.048395,""Longitude"":-28.139591666666668,""MessageID"":18,""PositionAccuracy"":true,""Raim"":true,""RepeatIndicator"":0,""Sog"":4.4,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":244005952,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":244005952,""MMSI_String"":244005952,""ShipName"":"""",""latitude"":39.0484,""longitude"":-28.13959,""time_utc"":""2026-07-01 21:49:26.821364258 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.287-03,"{""Message"":{""PositionReport"":{""Cog"":360,""CommunicationState"":27332,""Latitude"":52.418265,""Longitude"":4.746663333333333,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":true,""RateOfTurn"":-128,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":244670210,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":244670210,""MMSI_String"":244670210,""ShipName"":""COMPROMIS"",""latitude"":52.41827,""longitude"":4.74666,""time_utc"":""2026-07-01 21:49:26.822666545 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.325-03,"{""Message"":{""DataLinkManagementMessage"":{""Data"":{""0"":{""Increment"":750,""Offset"":1693,""TimeOut"":7,""Valid"":false,""integerOfSlots"":1},""1"":{""Increment"":1125,""Offset"":2250,""TimeOut"":7,""Valid"":false,""integerOfSlots"":1},""2"":{""Increment"":0,""Offset"":0,""TimeOut"":0,""Valid"":false,""integerOfSlots"":0},""3"":{""Increment"":0,""Offset"":0,""TimeOut"":0,""Valid"":false,""integerOfSlots"":0}},""MessageID"":20,""RepeatIndicator"":0,""Spare"":0,""UserID"":2275215,""Valid"":true}},""MessageType"":""DataLinkManagementMessage"",""MetaData"":{""MMSI"":2275215,""MMSI_String"":2275215,""ShipName"":"""",""latitude"":49.86352,""longitude"":0.69981,""time_utc"":""2026-07-01 21:49:26.826553736 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.325-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":false,""Cog"":360,""CommunicationState"":85050,""CommunicationStateIsItdma"":true,""Latitude"":49.76245666666667,""Longitude"":0.3659233333333333,""MessageID"":18,""PositionAccuracy"":false,""Raim"":false,""RepeatIndicator"":0,""Sog"":0,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":228321690,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":228321690,""MMSI_String"":228321690,""ShipName"":""ANNALDA"",""latitude"":49.76246,""longitude"":0.36592,""time_utc"":""2026-07-01 21:49:26.828922269 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.325-03,"{""Message"":{""PositionReport"":{""Cog"":282.4,""CommunicationState"":49154,""Latitude"":-39.05867666666666,""Longitude"":143.41292,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":10.3,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":21,""TrueHeading"":287,""UserID"":563303700,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":563303700,""MMSI_String"":563303700,""ShipName"":""TIENTSIN            "",""latitude"":-39.05868,""longitude"":143.41292,""time_utc"":""2026-07-01 21:49:26.84261166 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.325-03,"{""Message"":{""UnknownMessage"":{}},""MessageType"":""UnknownMessage"",""MetaData"":{""MMSI"":3160048,""MMSI_String"":3160048,""ShipName"":"""",""latitude"":43.13889,""longitude"":-79.19583,""time_utc"":""2026-07-01 21:49:26.852731293 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.325-03,"{""Message"":{""PositionReport"":{""Cog"":201.4,""CommunicationState"":2289,""Latitude"":46.73862666666666,""Longitude"":-92.145205,""MessageID"":1,""NavigationalStatus"":11,""PositionAccuracy"":true,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":26,""TrueHeading"":103,""UserID"":368218980,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":368218980,""MMSI_String"":368218980,""ShipName"":""DAVID R. SCHANOCK   "",""latitude"":46.73863,""longitude"":-92.14521,""time_utc"":""2026-07-01 21:49:26.859614722 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.333-03,"{""Message"":{""PositionReport"":{""Cog"":66.5,""CommunicationState"":84586,""Latitude"":40.962851666666666,""Longitude"":28.928128333333333,""MessageID"":3,""NavigationalStatus"":1,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":27,""TrueHeading"":23,""UserID"":620839000,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":620839000,""MMSI_String"":620839000,""ShipName"":""FK SILA             "",""latitude"":40.96285,""longitude"":28.92813,""time_utc"":""2026-07-01 21:49:26.874091816 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.341-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":true,""Cog"":44.1,""CommunicationState"":393222,""CommunicationStateIsItdma"":true,""Latitude"":-32.673325,""Longitude"":152.2331,""MessageID"":18,""PositionAccuracy"":false,""Raim"":true,""RepeatIndicator"":0,""Sog"":6.6,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":503090890,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":503090890,""MMSI_String"":503090890,""ShipName"":""CA VA"",""latitude"":-32.67333,""longitude"":152.2331,""time_utc"":""2026-07-01 21:49:26.878503934 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.347-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":false,""Cog"":360,""CommunicationState"":84218,""CommunicationStateIsItdma"":true,""Latitude"":54.180985,""Longitude"":12.098216666666668,""MessageID"":18,""PositionAccuracy"":true,""Raim"":true,""RepeatIndicator"":0,""Sog"":0,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":211858710,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":211858710,""MMSI_String"":211858710,""ShipName"":""MANAIA"",""latitude"":54.18099,""longitude"":12.09822,""time_utc"":""2026-07-01 21:49:26.88367484 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.347-03,"{""Message"":{""StaticDataReport"":{""MessageID"":24,""PartNumber"":false,""RepeatIndicator"":0,""ReportA"":{""Name"":""TRUE NORTH"",""Valid"":true},""ReportB"":{""CallSign"":"""",""Dimension"":{""A"":0,""B"":0,""C"":0,""D"":0},""FixType"":0,""ShipType"":0,""Spare"":0,""Valid"":false,""VenderIDModel"":0,""VenderIDSerial"":0,""VendorIDName"":""""},""Reserved"":0,""UserID"":232007057,""Valid"":true}},""MessageType"":""StaticDataReport"",""MetaData"":{""MMSI"":232007057,""MMSI_String"":232007057,""ShipName"":""TRUE NORTH"",""latitude"":55.90857,""longitude"":-4.87556,""time_utc"":""2026-07-01 21:49:26.884635876 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.352-03,"{""Message"":{""PositionReport"":{""Cog"":271.7,""CommunicationState"":27332,""Latitude"":36.336980000000004,""Longitude"":22.024473333333333,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":10.9,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":24,""TrueHeading"":271,""UserID"":241373000,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":241373000,""MMSI_String"":241373000,""ShipName"":""SCARABE             "",""latitude"":36.33698,""longitude"":22.02447,""time_utc"":""2026-07-01 21:49:26.888261219 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.363-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":false,""Cog"":360,""CommunicationState"":84778,""CommunicationStateIsItdma"":true,""Latitude"":52.902701666666665,""Longitude"":5.472465,""MessageID"":18,""PositionAccuracy"":false,""Raim"":false,""RepeatIndicator"":0,""Sog"":0,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":244726142,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":244726142,""MMSI_String"":244726142,""ShipName"":"""",""latitude"":52.9027,""longitude"":5.47247,""time_utc"":""2026-07-01 21:49:26.897775329 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.363-03,"{""Message"":{""PositionReport"":{""Cog"":360,""CommunicationState"":27332,""Latitude"":53.496943333333334,""Longitude"":9.977496666666667,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":true,""RateOfTurn"":-128,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":211741210,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":211741210,""MMSI_String"":211741210,""ShipName"":""ISAR"",""latitude"":53.49694,""longitude"":9.9775,""time_utc"":""2026-07-01 21:49:26.899390976 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.363-03,"{""Message"":{""ShipStaticData"":{""AisVersion"":2,""CallSign"":""PC7210"",""Destination"":""ROTTERDAM"",""Dimension"":{""A"":29,""B"":8,""C"":3,""D"":3},""Dte"":false,""Eta"":{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0},""FixType"":15,""ImoNumber"":0,""MaximumStaticDraught"":2,""MessageID"":5,""Name"":""ZEEMEEUW"",""RepeatIndicator"":0,""Spare"":false,""Type"":37,""UserID"":244710452,""Valid"":true}},""MessageType"":""ShipStaticData"",""MetaData"":{""MMSI"":244710452,""MMSI_String"":244710452,""ShipName"":""ZEEMEEUW"",""latitude"":51.91572,""longitude"":4.48284,""time_utc"":""2026-07-01 21:49:26.896834 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.376-03,"{""Message"":{""PositionReport"":{""Cog"":276.8,""CommunicationState"":215850,""Latitude"":32.81303333333333,""Longitude"":35.036100000000005,""MessageID"":3,""NavigationalStatus"":5,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":0,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":25,""TrueHeading"":159,""UserID"":636020268,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":636020268,""MMSI_String"":636020268,""ShipName"":""BLUE CIMENT 1       "",""latitude"":32.81303,""longitude"":35.0361,""time_utc"":""2026-07-01 21:49:26.900787471 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.376-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":false,""Cog"":360,""CommunicationState"":85610,""CommunicationStateIsItdma"":true,""Latitude"":43.080461666666665,""Longitude"":5.9255016666666664,""MessageID"":18,""PositionAccuracy"":true,""Raim"":true,""RepeatIndicator"":0,""Sog"":0,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":228179890,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":228179890,""MMSI_String"":228179890,""ShipName"":""SANUK"",""latitude"":43.08046,""longitude"":5.9255,""time_utc"":""2026-07-01 21:49:26.905899681 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.386-03,"{""Message"":{""UnknownMessage"":{}},""MessageType"":""UnknownMessage"",""MetaData"":{""MMSI"":3160048,""MMSI_String"":3160048,""ShipName"":"""",""latitude"":43.13889,""longitude"":-79.19583,""time_utc"":""2026-07-01 21:49:26.915033673 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.397-03,"{""Message"":{""PositionReport"":{""Cog"":333.1,""CommunicationState"":66502,""Latitude"":29.613131666666668,""Longitude"":-93.80518666666667,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":-128,""RepeatIndicator"":0,""Sog"":2.6,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":367646240,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":367646240,""MMSI_String"":367646240,""ShipName"":""JESSICA MARIE       "",""latitude"":29.61313,""longitude"":-93.80519,""time_utc"":""2026-07-01 21:49:26.921883047 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.397-03,"{""Message"":{""StandardClassBPositionReport"":{""AssignedMode"":false,""ClassBBand"":true,""ClassBDisplay"":false,""ClassBDsc"":true,""ClassBMsg22"":true,""ClassBUnit"":false,""Cog"":336.9,""CommunicationState"":89514,""CommunicationStateIsItdma"":true,""Latitude"":52.31113333333334,""Longitude"":5.246361666666667,""MessageID"":18,""PositionAccuracy"":false,""Raim"":false,""RepeatIndicator"":0,""Sog"":0,""Spare1"":0,""Spare2"":0,""Timestamp"":26,""TrueHeading"":511,""UserID"":244002942,""Valid"":true}},""MessageType"":""StandardClassBPositionReport"",""MetaData"":{""MMSI"":244002942,""MMSI_String"":244002942,""ShipName"":""GREYHOUND"",""latitude"":52.31113,""longitude"":5.24636,""time_utc"":""2026-07-01 21:49:26.927401457 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.416-03,"{""Message"":{""PositionReport"":{""Cog"":50,""CommunicationState"":7712,""Latitude"":49.28852666666667,""Longitude"":-123.10558666666667,""MessageID"":3,""NavigationalStatus"":0,""PositionAccuracy"":false,""Raim"":false,""RateOfTurn"":-127,""RepeatIndicator"":0,""Sog"":11.5,""Spare"":0,""SpecialManoeuvreIndicator"":0,""Timestamp"":27,""TrueHeading"":45,""UserID"":316028554,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":316028554,""MMSI_String"":316028554,""ShipName"":""BURRARD OTTER II    "",""latitude"":49.28853,""longitude"":-123.10559,""time_utc"":""2026-07-01 21:49:26.937569288 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.416-03,"{""Message"":{""DataLinkManagementMessage"":{""Data"":{""0"":{""Increment"":750,""Offset"":1640,""TimeOut"":2,""Valid"":false,""integerOfSlots"":1},""1"":{""Increment"":1125,""Offset"":2171,""TimeOut"":2,""Valid"":false,""integerOfSlots"":1},""2"":{""Increment"":1125,""Offset"":1306,""TimeOut"":2,""Valid"":false,""integerOfSlots"":1},""3"":{""Increment"":0,""Offset"":0,""TimeOut"":0,""Valid"":false,""integerOfSlots"":0}},""MessageID"":20,""RepeatIndicator"":0,""Spare"":0,""UserID"":2500420,""Valid"":true}},""MessageType"":""DataLinkManagementMessage"",""MetaData"":{""MMSI"":2500420,""MMSI_String"":2500420,""ShipName"":"""",""latitude"":53.29192,""longitude"":-9.11253,""time_utc"":""2026-07-01 21:49:26.952305649 +0000 UTC""}}",01,21,49,07,aisstream,2026
2026-07-01 18:49:28.428-03,"{""Message"":{""PositionReport"":{""Cog"":169,""CommunicationState"":81997,""Latitude"":51.90785666666667,""Longitude"":5.449813333333334,""MessageID"":1,""NavigationalStatus"":0,""PositionAccuracy"":true,""Raim"":true,""RateOfTurn"":-128,""RepeatIndicator"":0,""Sog"":0,""Spare"":0,""SpecialManoeuvreIndicator"":1,""Timestamp"":26,""TrueHeading"":511,""UserID"":244660522,""Valid"":true}},""MessageType"":""PositionReport"",""MetaData"":{""MMSI"":244660522,""MMSI_String"":244660522,""ShipName"":""LAURINA"",""latitude"":51.90786,""longitude"":5.44981,""time_utc"":""2026-07-01 21:49:26.959498219 +0000 UTC""}}",01,21,49,07,aisstream,2026
